Précipitations (mm),Valeur (en m),discharge
0.0,2.49,46.53
0.0,2.49,46.53
0.0,2.96,46.53
0.0,2.98,46.53
0.0,2.59,46.53
0.0,2.49,46.53
0.0,2.50,46.53
0.0,3.00,46.53
0.0,2.48,42.26
0.0,2.44,42.26
0.0,2.78,42.26
0.0,2.56,38.54
0.1,2.35,38.54
0.2,2.40,38.54
0.1,2.46,38.54
3.3,2.74,38.54
0.1,2.50,52.15
0.0,2.48,52.15
0.0,2.59,52.15
0.0,2.52,85.56
3.1,2.62,85.56
0.2,2.93,85.56
1.0,3.08,85.56
2.9,2.94,85.56
0.1,2.82,85.56
0.0,2.76,85.56
0.0,2.54,161.92
0.0,2.56,161.92
0.1,2.52,161.92
0.0,2.51,161.92
0.0,2.51,252.0
0.0,2.62,252.0
0.0,2.54,252.0
0.0,2.47,263.26
0.0,2.57,263.26
0.0,2.42,263.26
0.0,2.47,199.78
0.0,2.50,199.78
1.9,2.38,199.78
0.2,2.46,199.78
0.0,2.40,199.78
0.0,2.34,199.78
0.0,2.50,170.55
0.0,2.37,170.55
1.2,2.39,149.65
0.0,2.38,154.75
0.0,2.57,154.75
0.0,2.56,154.75
0.0,2.64,154.75
0.0,2.62,154.75
0.0,2.59,154.75
0.0,2.70,131.43
0.0,2.38,131.43
0.0,2.69,131.43
0.0,2.72,118.12
0.0,2.72,118.12
0.0,2.68,118.12
0.0,2.64,118.12
0.0,2.70,118.12
0.0,2.70,110.94
0.0,2.66,110.94
0.9,2.37,95.63
0.0,2.58,95.63
0.0,2.57,90.65
0.0,2.33,90.65
0.0,2.49,90.65
0.0,2.58,115.5
0.0,2.80,115.5
0.0,2.45,115.5
0.0,2.49,115.5
0.0,2.54,115.5
0.0,2.45,115.5
0.0,2.21,79.17
0.0,2.22,79.17
0.6,2.40,79.17
0.8,2.41,92.65
0.0,2.28,92.65
0.0,2.25,92.65
0.0,2.43,92.65
0.0,2.57,92.65
0.0,2.59,92.65
0.1,2.37,92.65
0.2,2.39,92.65
0.1,2.27,105.41
0.4,2.50,105.41
0.1,2.57,105.41
0.1,2.51,105.41
0.0,2.52,105.41
0.0,2.54,128.03
0.1,2.64,128.03
0.0,2.50,128.03
0.0,2.48,128.03
0.0,2.49,128.03
0.0,2.52,150.7
0.0,2.55,150.7
0.0,2.48,150.7
0.0,2.61,153.18
0.0,2.65,153.18
0.0,2.49,137.68
0.0,2.50,137.68
0.0,2.66,137.68
0.0,2.50,122.31
0.0,2.50,122.31
0.0,2.51,122.31
0.0,2.62,122.31
0.0,2.72,122.31
0.0,2.72,122.31
0.0,2.69,122.31
0.0,2.63,122.31
0.0,2.59,122.31
0.0,2.54,122.31
0.0,2.51,122.31
0.0,2.49,122.31
0.0,2.48,122.31
0.0,2.48,122.31
0.0,2.56,122.31
0.0,2.81,122.31
0.0,2.84,122.31
0.0,2.79,122.31
0.0,2.71,122.31
0.0,2.63,122.31
0.0,2.60,122.31
0.0,2.56,122.31
0.0,2.52,122.31
0.0,2.49,122.31
0.0,2.46,111.72
0.0,2.46,111.72
0.0,2.49,111.72
0.0,2.61,111.72
0.0,2.76,111.72
0.0,2.75,111.72
0.2,2.69,111.72
0.6,2.61,111.72
0.1,2.57,111.72
0.1,2.53,111.72
0.0,2.49,111.72
0.0,2.46,111.72
0.0,2.43,111.72
0.0,2.42,111.72
0.0,2.45,111.72
0.0,2.65,111.72
0.0,2.87,111.72
0.0,2.89,111.72
0.0,2.83,111.72
0.0,2.75,111.72
0.0,2.66,111.72
0.0,2.57,111.72
0.0,2.54,111.72
0.0,2.50,111.72
0.0,2.46,98.37
0.0,2.44,98.37
0.0,2.45,98.37
0.3,2.55,98.37
0.0,2.80,98.37
0.0,2.96,98.37
0.0,2.90,98.37
0.0,2.82,98.37
0.0,2.71,98.37
0.0,2.61,98.37
0.0,2.57,98.37
0.0,2.52,98.37
0.0,2.48,98.37
0.0,2.44,98.37
0.0,2.42,98.37
0.0,2.45,98.37
0.0,2.67,98.37
0.0,2.91,98.37
0.0,2.93,98.37
0.0,2.85,98.37
0.0,2.75,98.37
0.0,2.65,98.37
0.0,2.56,98.37
0.0,2.53,98.37
0.0,2.48,88.49
0.0,2.44,88.49
0.0,2.41,88.49
0.0,2.43,88.49
0.0,2.63,88.49
0.0,2.86,88.49
0.0,2.92,88.49
0.0,2.85,88.49
0.0,2.76,88.49
0.0,2.66,88.49
0.0,2.56,88.49
0.0,2.53,88.49
0.0,2.48,88.49
0.0,2.43,88.49
0.0,2.39,88.49
0.0,2.38,88.49
0.0,2.42,88.49
0.0,2.67,88.49
0.0,2.89,88.49
0.0,2.88,88.49
0.0,2.80,88.49
0.0,2.69,88.49
0.0,2.59,88.49
0.0,2.54,88.49
0.0,2.47,78.98
0.0,2.43,78.98
0.0,2.39,78.98
0.0,2.37,78.98
0.0,2.42,78.98
0.0,2.71,78.98
0.0,2.88,78.98
0.0,2.86,78.98
0.0,2.80,78.98
0.0,2.71,78.98
0.0,2.60,78.98
0.0,2.52,78.98
0.0,2.47,78.98
0.0,2.42,78.98
0.0,2.38,78.98
0.0,2.35,78.98
0.0,2.34,78.98
0.0,2.43,78.98
0.0,2.74,78.98
0.0,2.89,78.98
0.0,2.81,78.98
0.0,2.71,78.98
0.0,2.61,78.98
0.0,2.50,78.98
0.0,2.47,74.34
0.0,2.41,74.34
0.0,2.37,74.34
0.0,2.33,74.34
0.0,2.33,74.34
0.0,2.46,74.34
0.0,2.75,74.34
0.0,2.94,74.34
0.0,2.89,74.34
0.0,2.81,74.34
0.0,2.71,74.34
0.0,2.59,74.34
0.0,2.51,74.34
0.0,2.45,74.34
0.0,2.40,74.34
0.0,2.36,74.34
0.0,2.32,74.34
0.0,2.34,74.34
0.0,2.54,74.34
0.0,2.77,74.34
0.0,2.76,74.34
0.0,2.69,74.34
0.0,2.60,74.34
0.0,2.50,74.34
0.0,2.45,67.87
0.0,2.39,67.87
0.0,2.35,67.87
0.0,2.31,67.87
0.0,2.29,67.87
0.0,2.32,67.87
0.0,2.59,67.87
0.3,2.85,67.87
1.4,2.82,67.87
0.0,2.75,67.87
0.0,2.67,67.87
0.0,2.57,67.87
0.0,2.46,67.87
0.0,2.43,67.87
0.0,2.37,67.87
0.0,2.33,67.87
0.0,2.29,67.87
0.0,2.29,67.87
0.0,2.34,67.87
0.0,2.59,67.87
0.0,2.65,67.87
0.0,2.62,67.87
0.0,2.59,67.87
1.9,2.55,67.87
1.1,2.50,66.33
1.1,2.44,66.33
0.9,2.38,66.33
0.2,2.34,66.33
0.0,2.30,66.33
0.0,2.29,66.33
0.0,2.43,66.33
0.2,2.72,66.33
0.0,2.88,66.33
0.3,2.84,66.33
1.9,2.80,66.33
0.8,2.75,66.33
0.2,2.70,66.33
0.0,2.63,66.33
0.0,2.56,66.33
0.0,2.49,66.33
0.0,2.43,66.33
0.0,2.38,66.33
0.0,2.38,66.33
0.0,2.46,66.33
0.0,2.52,66.33
0.0,2.51,66.33
0.0,2.49,66.33
0.0,2.48,66.33
0.0,2.44,85.78
0.0,2.40,85.78
0.0,2.36,85.78
0.0,2.34,85.78
0.0,2.31,85.78
0.0,2.29,85.78
0.0,2.30,85.78
0.0,2.39,85.78
0.0,2.57,85.78
0.0,2.56,85.78
0.0,2.55,85.78
0.0,2.57,85.78
0.0,2.52,85.78
0.0,2.46,85.78
0.0,2.41,85.78
0.0,2.37,85.78
0.1,2.34,85.78
0.1,2.32,85.78
0.0,2.30,85.78
0.2,2.33,85.78
0.1,2.44,85.78
0.4,2.47,85.78
0.0,2.46,85.78
0.0,2.44,85.78
0.3,2.40,79.08
0.0,2.37,79.08
0.6,2.35,79.08
0.8,2.33,79.08
0.3,2.31,79.08
1.2,2.29,79.08
0.1,2.29,79.08
0.0,2.34,79.08
0.0,2.43,79.08
0.0,2.49,79.08
0.0,2.51,79.08
0.0,2.50,79.08
0.0,2.47,79.08
0.0,2.45,79.08
0.0,2.42,79.08
0.0,2.39,79.08
0.0,2.38,79.08
0.0,2.36,79.08
0.0,2.35,79.08
0.0,2.36,79.08
0.0,2.40,79.08
0.0,2.43,79.08
0.0,2.44,79.08
0.1,2.43,79.08
0.1,2.42,100.5
0.1,2.41,100.5
0.0,2.40,100.5
0.2,2.39,100.5
0.3,2.37,100.5
0.0,2.36,100.5
0.8,2.34,100.5
0.8,2.37,100.5
0.1,2.42,100.5
0.1,2.59,100.5
0.1,2.56,100.5
0.1,2.58,100.5
0.2,2.58,100.5
0.0,2.57,100.5
0.7,2.55,100.5
0.1,2.52,100.5
0.2,2.48,100.5
0.0,2.46,100.5
0.0,2.44,100.5
0.0,2.41,100.5
0.0,2.42,100.5
0.0,2.44,100.5
0.0,2.44,100.5
0.0,2.43,100.5
0.0,2.44,103.2
0.0,2.45,103.2
0.0,2.44,103.2
0.0,2.42,103.2
0.0,2.41,103.2
0.0,2.40,103.2
0.0,2.39,103.2
0.0,2.38,103.2
0.0,2.39,103.2
0.0,2.41,103.2
0.0,2.43,103.2
0.0,2.44,103.2
0.0,2.45,103.2
0.0,2.45,103.2
0.0,2.45,103.2
0.0,2.43,103.2
0.0,2.42,103.2
0.0,2.41,103.2
0.0,2.40,103.2
0.0,2.39,103.2
0.0,2.38,103.2
0.0,2.40,103.2
0.0,2.41,103.2
0.1,2.43,103.2
0.2,2.44,97.45
0.4,2.44,97.45
0.3,2.44,97.45
0.2,2.44,97.45
0.2,2.43,97.45
0.0,2.43,97.45
0.0,2.42,97.45
0.0,2.42,97.45
0.0,2.41,97.45
0.0,2.42,97.45
0.0,2.44,97.45
0.0,2.47,97.45
0.0,2.48,97.45
0.0,2.48,97.45
0.0,2.49,97.45
0.0,2.50,97.45
0.0,2.50,97.45
0.0,2.49,97.45
0.0,2.48,97.45
0.0,2.47,97.45
0.0,2.46,97.45
0.0,2.46,97.45
0.0,2.46,97.45
0.0,2.47,97.45
0.0,2.49,92.39
0.0,2.50,92.39
0.0,2.49,92.39
0.0,2.49,92.39
0.0,2.50,92.39
0.0,2.50,92.39
0.0,2.48,92.39
0.0,2.47,92.39
0.0,2.46,92.39
0.0,2.46,92.39
0.0,2.45,92.39
0.0,2.46,92.39
0.0,2.48,92.39
0.1,2.47,92.39
0.0,2.46,92.39
0.0,2.46,92.39
0.0,2.46,92.39
0.0,2.45,92.39
0.0,2.44,92.39
0.0,2.42,92.39
0.0,2.41,92.39
0.0,2.40,92.39
0.0,2.38,92.39
0.0,2.38,92.39
0.0,2.41,87.11
0.0,2.42,87.11
0.0,2.43,87.11
0.0,2.44,87.11
0.0,2.45,87.11
0.0,2.44,87.11
0.0,2.43,87.11
0.0,2.41,87.11
0.0,2.40,87.11
0.0,2.39,87.11
0.0,2.37,87.11
0.0,2.36,87.11
0.0,2.38,87.11
0.0,2.40,87.11
0.0,2.42,87.11
0.0,2.44,87.11
0.0,2.44,87.11
0.0,2.44,87.11
0.0,2.43,87.11
0.0,2.42,87.11
0.0,2.41,87.11
0.0,2.40,87.11
0.0,2.39,87.11
0.0,2.38,87.11
0.0,2.39,79.91
0.0,2.41,79.91
0.0,2.42,79.91
0.0,2.44,79.91
0.0,2.46,79.91
0.0,2.46,79.91
0.0,2.44,79.91
0.0,2.43,79.91
0.0,2.41,79.91
0.0,2.40,79.91
0.0,2.37,79.91
0.0,2.36,79.91
0.0,2.36,79.91
0.0,2.37,79.91
0.0,2.38,79.91
0.0,2.40,79.91
0.0,2.43,79.91
0.0,2.43,79.91
0.0,2.43,79.91
0.0,2.42,79.91
0.0,2.40,79.91
0.0,2.38,79.91
0.0,2.37,79.91
0.0,2.35,79.91
0.0,2.34,72.79
0.0,2.35,72.79
0.0,2.37,72.79
0.0,2.44,72.79
0.0,2.53,72.79
0.0,2.54,72.79
0.0,2.52,72.79
0.0,2.49,72.79
0.0,2.45,72.79
0.0,2.43,72.79
0.0,2.40,72.79
0.0,2.38,72.79
0.0,2.36,72.79
0.0,2.35,72.79
0.0,2.37,72.79
0.0,2.40,72.79
0.0,2.43,72.79
0.0,2.45,72.79
0.0,2.45,72.79
0.0,2.44,72.79
0.0,2.42,72.79
0.0,2.39,72.79
0.0,2.37,72.79
0.0,2.35,72.79
0.0,2.33,66.3
0.0,2.33,66.3
0.0,2.35,66.3
0.0,2.38,66.3
0.0,2.53,66.3
0.0,2.60,66.3
0.0,2.60,66.3
0.0,2.57,66.3
0.0,2.53,66.3
0.0,2.49,66.3
0.0,2.45,66.3
0.0,2.41,66.3
0.0,2.38,66.3
0.0,2.35,66.3
0.0,2.35,66.3
0.0,2.36,66.3
0.0,2.44,66.3
0.0,2.50,66.3
0.0,2.52,66.3
0.0,2.50,66.3
0.0,2.48,66.3
0.0,2.44,66.3
0.0,2.40,66.3
0.0,2.37,66.3
0.0,2.34,60.52
0.0,2.32,60.52
0.0,2.32,60.52
0.0,2.35,60.52
0.0,2.48,60.52
0.0,2.61,60.52
0.0,2.64,60.52
0.0,2.63,60.52
0.0,2.59,60.52
0.0,2.54,60.52
0.0,2.49,60.52
0.0,2.44,60.52
0.0,2.39,60.52
0.0,2.35,60.52
0.0,2.33,60.52
0.0,2.33,60.52
0.0,2.38,60.52
0.0,2.47,60.52
0.0,2.54,60.52
0.0,2.57,60.52
0.0,2.55,60.52
0.0,2.51,60.52
0.0,2.46,60.52
0.0,2.41,60.52
0.0,2.37,55.22
0.0,2.34,55.22
0.0,2.32,55.22
0.0,2.33,55.22
0.0,2.39,55.22
0.0,2.62,55.22
0.0,2.78,55.22
0.0,2.77,55.22
0.0,2.73,55.22
0.0,2.68,55.22
0.0,2.62,55.22
0.0,2.55,55.22
0.0,2.48,55.22
0.0,2.43,55.22
0.0,2.38,55.22
0.0,2.35,55.22
0.0,2.35,55.22
0.0,2.44,55.22
0.0,2.66,55.22
0.0,2.71,55.22
0.0,2.67,55.22
0.0,2.63,55.22
0.0,2.57,55.22
0.0,2.51,55.22
0.0,2.45,50.29
